PlayerId,ShotId,Shot.Type,hand,is_make,feat_1,orig_1,rec_1,delta_1,feat_2,orig_2,rec_2,delta_2,feat_3,orig_3,rec_3,delta_3,feat_4,orig_4,rec_4,delta_4
Player 147,19932,Off the Dribble,Right,0,MaxStanceGapPostHitch,0.662,0.571,-0.09,MaxStanceGapHitch,0.67,0.576,-0.094,BallVeloStart,-0.501,-0.6,-0.099,timeToMaxElbowExtensionDominantPostHitch,0.483,0.517,0.034
Player 147,19944,Off the Dribble,Right,0,MaxStanceGapPostHitch,0.604,0.573,-0.031,,,,,,,,,,,,
Player 147,19945,Off the Dribble,Right,0,MaxStanceGapPostHitch,0.619,0.546,-0.073,MaxStanceGapHitch,0.665,0.547,-0.119,Max.Ball.Released..Away.from.body.,0.617,0.584,-0.032,,,,
Player 147,19947,Off the Dribble,Right,0,timeToMaxShoulderFlexionNonDominantPostHitch,0.408,0.458,0.05,MaxStanceGapPostHitch,0.624,0.549,-0.074,,,,,,,,
Player 147,19950,Catch and Shoot,Right,0,MaxStanceGapPostHitch,0.623,0.573,-0.051,,,,,,,,,,,,
Player 147,19952,Off the Dribble,Right,0,timeToMaxKneeFlexionNonDominantPreHitch,0.092,0.112,0.02,,,,,,,,,,,,
Player 147,19962,Off the Dribble,Right,0,MaxStanceGapPostHitch,0.608,0.55,-0.057,BallVeloStart,-0.576,-0.7,-0.124,,,,,,,,
Player 147,19981,Off the Dribble,Right,0,MaxStanceGapPostHitch,0.622,0.589,-0.033,Max.Ball.Released..Away.from.body.,0.62,0.628,0.008,,,,,,,,
Player 147,19983,Off the Dribble,Right,0,MaxStanceGapPostHitch,0.617,0.546,-0.071,MaxStanceGapHitch,0.709,0.577,-0.131,,,,,,,,
Player 147,19984,Off the Dribble,Right,0,MaxStanceGapPostHitch,0.676,0.595,-0.081,,,,,,,,,,,,
Player 147,19985,Off the Dribble,Right,0,MaxStanceGapPostHitch,0.63,0.552,-0.078,TorsoVeloHitch,-0.6,-0.608,-0.008,,,,,,,,
Player 147,19986,Off the Dribble,Right,0,MaxStanceGapPostHitch,0.641,0.587,-0.054,,,,,,,,,,,,
Player 147,20026,Catch and Shoot,Right,0,maxTorsoFlexionHitch,-21.471,-15.262,6.209,maxElbowExtensionNonDominantPostHitch,47.386,41.059,-6.327,,,,,,,,
Player 147,20034,Catch and Shoot,Right,0,MaxStanceGapPostHitch,0.684,0.569,-0.115,MaxStanceGapHitch,0.687,0.573,-0.114,MaxStanceGapPreHitch,0.694,0.579,-0.115,,,,
Player 147,20038,Catch and Shoot,Right,0,MaxStanceGapPostHitch,0.656,0.562,-0.094,MaxStanceGapHitch,0.718,0.598,-0.12,,,,,,,,
Player 147,20056,Catch and Shoot,Right,0,TorsoVeloPostHitch,2.609,2.135,-0.474,MaxStanceGapPostHitch,0.69,0.569,-0.121,Max.Ball.Released..Away.from.body.,0.707,0.592,-0.115,maxTorsoFlexionPostHitch,2.815,-4.932,-7.748
Player 147,20058,Catch and Shoot,Right,0,MaxStanceGapPostHitch,0.674,0.575,-0.099,MaxStanceGapHitch,0.677,0.58,-0.096,,,,,,,,
