PlayerId,ShotId,Shot.Type,hand,is_make,feat_1,orig_1,rec_1,delta_1,feat_2,orig_2,rec_2,delta_2
Player 136,19016,Off the Dribble,Right,0,BallVeloRelease,4.673,5.526,0.853,TorsoTotalROMAvg,9.464,19.623,10.159
