PlayerId,ShotId,Shot.Type,hand,is_make,feat_1,orig_1,rec_1,delta_1,feat_2,orig_2,rec_2,delta_2,feat_3,orig_3,rec_3,delta_3,feat_4,orig_4,rec_4,delta_4
Player 145,19589,Catch and Shoot,Right,0,maxKneeFlexionAvgHitch,-83.132,-70.237,12.896,maxKneeFlexionAvgPreHitch,-80.385,-68.035,12.35,maxKneeExtensionAvgPreHitch,-80.385,-67.533,12.853,maxAnklePlantarflexionDominantPostHitch,-24.905,-12.779,12.126
Player 145,19590,Catch and Shoot,Right,0,maxKneeFlexionNonDominantHitch,-82.297,-74.416,7.881,maxKneeFlexionAvgHitch,-81.447,-72.388,9.058,,,,,,,,
Player 145,19597,Off the Dribble,Right,0,ShoulderAlignmentPostHitch,-171.375,-159.539,11.836,maxHipExtensionNonDominantPostHitch,5.661,10.119,4.458,,,,,,,,
Player 145,19602,Catch and Shoot,Right,0,maxAnklePlantarflexionDominantPostHitch,-25.1,-21.862,3.238,maxKneeFlexionAvgHitch,-82.425,-76.504,5.92,,,,,,,,
Player 145,19603,Off the Dribble,Right,0,maxHipFlexionDominantPreHitch,69.076,65.084,-3.991,maxKneeFlexionAvgPreHitch,-80.322,-75.938,4.384,,,,,,,,
Player 145,19651,Catch and Shoot,Right,0,maxHipFlexionDominantPostHitch,8.042,19.722,11.68,maxHipExtensionNonDominantPostHitch,7.421,9.498,2.076,maxKneeFlexionAvgHitch,-79.778,-68.348,11.431,,,,
Player 145,19655,Catch and Shoot,Right,0,maxAnklePlantarflexionAvgHitch,-27.813,-24.523,3.29,Max.Ball.Released..Away.from.body.,0.71,0.422,-0.287,,,,,,,,
Player 145,19659,Catch and Shoot,Right,0,BallVeloStart,-0.12,-0.3,-0.18,ShoulderTotalROMNonDominant,132.487,123.301,-9.186,,,,,,,,
Player 145,19675,Off the Dribble,Right,0,maxTorsoFlexionHitch,-1.542,-5.864,-4.322,Max.Ball.Released..Away.from.body.,0.597,0.525,-0.071,,,,,,,,
Player 145,19681,Catch and Shoot,Right,0,maxHipExtensionNonDominantPostHitch,1.251,9.549,8.298,maxAnklePlantarflexionNonDominantHitch,16.524,26.043,9.519,,,,,,,,
Player 145,19689,Off the Dribble,Right,0,maxTorsoFlexionHitch,-3.199,-4.487,-1.288,TorsoVeloPreHitch,-0.074,-0.136,-0.062,,,,,,,,
Player 145,19691,Off the Dribble,Right,0,maxHipFlexionDominantPreHitch,67.705,59.931,-7.774,maxTorsoFlexionHitch,-1.551,-6.995,-5.444,,,,,,,,
Player 145,19693,Off the Dribble,Right,0,maxHipFlexionDominantPreHitch,70.184,64.13,-6.053,maxTorsoFlexionHitch,-2.102,-6.042,-3.941,maxHipExtensionNonDominantPostHitch,10.25,4.638,-5.612,,,,
Player 145,19702,Catch and Shoot,Right,0,maxHipExtensionNonDominantPostHitch,1.498,9.515,8.017,,,,,,,,,,,,
Player 145,19708,Catch and Shoot,Right,0,maxHipExtensionAvgPostHitch,-1.345,2.936,4.281,maxAnkleDorsiflexionNonDominantPreHitch,29.864,20.677,-9.188,,,,,,,,
Player 145,19740,Catch and Shoot,Right,0,TorsoVeloRelease,1.493,1.001,-0.492,maxAnklePlantarflexionDominantPostHitch,-18.783,-30.722,-11.94,,,,,,,,
Player 145,19743,Catch and Shoot,Right,0,TorsoVeloRelease,1.711,1.305,-0.406,maxKneeFlexionAvgPreHitch,-78.273,-69.016,9.258,,,,,,,,
Player 145,19748,Catch and Shoot,Right,0,maxAnklePlantarflexionDominantPreHitch,25.68,12.802,-12.877,,,,,,,,,,,,
Player 145,19769,Catch and Shoot,Right,0,HipAlignmentPostHitch,-178.384,-164.626,13.758,maxKneeFlexionAvgPreHitch,-75.65,-62.484,13.166,,,,,,,,
Player 145,19770,Catch and Shoot,Right,0,maxTorsoFlexionPostHitch,1.018,-0.397,-1.415,,,,,,,,,,,,
Player 145,19772,Catch and Shoot,Right,0,HipAlignmentPostHitch,-174.963,-164.223,10.74,,,,,,,,,,,,
Player 145,19775,Catch and Shoot,Right,0,HipAlignmentPostHitch,-177.36,-166.981,10.379,HipAlignmentRelease,-170.678,-162.049,8.629,,,,,,,,
Player 145,19776,Off the Dribble,Right,0,HipAlignmentPostHitch,-176.864,-163.857,13.007,,,,,,,,,,,,
Player 145,19779,Catch and Shoot,Right,0,HipAlignmentPostHitch,-179.669,-166.77,12.9,HipAlignmentRelease,-173.197,-161.184,12.013,maxKneeFlexionAvgPreHitch,-74.5,-63.019,11.481,,,,
Player 145,19780,Catch and Shoot,Right,0,HipAlignmentPostHitch,-178.727,-165.581,13.147,HipAlignmentRelease,-174.83,-162.127,12.703,,,,,,,,
Player 145,19781,Catch and Shoot,Right,0,KneeFlexionAtT0Avg,-46.09,-58.009,-11.919,,,,,,,,,,,,
Player 145,19797,Catch and Shoot,Right,0,HipAlignmentPreHitch,174.749,161.957,-12.792,KneeFlexionAtT0Avg,-50.134,-61.926,-11.792,,,,,,,,
Player 145,19813,Catch and Shoot,Right,0,MaxStanceGapHitch,0.592,0.538,-0.054,maxKneeFlexionAvgPreHitch,-75.453,-75.368,0.085,,,,,,,,
Player 145,19816,Catch and Shoot,Right,0,MaxStanceGapRelease,0.509,0.431,-0.078,maxAnklePlantarflexionDominantPostHitch,-26.036,-29.042,-3.006,,,,,,,,
Player 145,19869,Off the Dribble,Right,0,HipAlignmentRelease,-164.61,-159.604,5.006,timeToMaxShoulderExtensionDominantHitch,0.209,0.24,0.031,,,,,,,,
