PlayerId,ShotId,Shot.Type,hand,is_make,feat_1,orig_1,rec_1,delta_1,feat_2,orig_2,rec_2,delta_2,feat_3,orig_3,rec_3,delta_3,feat_4,orig_4,rec_4,delta_4
Player 64,7815,Catch and Shoot,Right,0,Max.Ball.Released..Away.from.body.,0.656,0.537,-0.119,TorsoTotalROMAvg,19.105,9.73,-9.375,maxShoulderExtensionNonDominantPreHitch,26.213,14.454,-11.759,,,,
Player 64,7819,Catch and Shoot,Right,0,timeToMaxKneeExtensionDominantPreHitch,0.025,0.06,0.035,,,,,,,,,,,,
Player 64,7839,Catch and Shoot,Right,0,maxHipExtensionNonDominantPostHitch,2.218,11.643,9.426,,,,,,,,,,,,
Player 64,7857,Catch and Shoot,Right,0,TorsoVeloRelease,1.692,1.262,-0.43,maxHipExtensionNonDominantPostHitch,5.02,2.613,-2.407,,,,,,,,
Player 64,7859,Catch and Shoot,Right,0,ElbowTotalROMNonDominant,-61.82,-71.639,-9.819,maxElbowFlexionAvgHitch,99.035,103.75,4.715,,,,,,,,
Player 64,7893,Catch and Shoot,Right,0,TorsoVeloRelease,1.604,1.398,-0.206,maxHipExtensionNonDominantPostHitch,-0.218,8.941,9.159,,,,,,,,
Player 64,7894,Catch and Shoot,Right,0,TorsoVeloRelease,1.721,1.452,-0.269,BallVeloRelease,6.686,6.16,-0.526,TorsoVeloHitch,-0.693,-0.417,0.276,maxHipExtensionNonDominantPostHitch,-1.355,9.031,10.386
Player 64,7896,Catch and Shoot,Right,1,TorsoVeloRelease,1.645,1.283,-0.362,,,,,,,,,,,,
Player 64,7898,Catch and Shoot,Right,1,TorsoVeloRelease,1.687,1.405,-0.282,BallVeloRelease,6.662,6.038,-0.623,TorsoVeloHitch,-0.689,-0.476,0.213,maxElbowFlexionNonDominantPostHitch,88.712,90.793,2.081
Player 64,7900,Catch and Shoot,Right,1,BallVeloRelease,6.639,5.724,-0.915,,,,,,,,,,,,
Player 64,7903,Catch and Shoot,Right,0,TorsoVeloRelease,1.736,1.475,-0.261,BallVeloRelease,6.649,6.216,-0.433,,,,,,,,
Player 64,7905,Catch and Shoot,Right,1,TorsoVeloRelease,1.693,1.228,-0.465,Max.Ball.Released..Away.from.body.,0.755,0.53,-0.225,,,,,,,,
Player 64,7920,Off the Dribble,Right,0,maxAnkleDorsiflexionNonDominantHitch,29.983,29.351,-0.631,,,,,,,,,,,,
