PlayerId,ShotId,Shot.Type,hand,is_make,feat_1,orig_1,rec_1,delta_1,feat_2,orig_2,rec_2,delta_2,feat_3,orig_3,rec_3,delta_3,feat_4,orig_4,rec_4,delta_4
Player 139,19080,Catch and Shoot,Right,0,MaxStanceGapPostHitch,0.606,0.597,-0.009,ankleTotalROMAvg,-40.628,-43.804,-3.176,,,,,,,,
Player 139,19088,Catch and Shoot,Right,0,MaxStanceGapPostHitch,0.607,0.587,-0.02,MaxStanceGapRelease,0.531,0.475,-0.056,MaxStanceGapHitch,0.599,0.582,-0.017,,,,
Player 139,19092,Catch and Shoot,Right,0,MaxStanceGapPostHitch,0.61,0.589,-0.021,MaxStanceGapHitch,0.609,0.584,-0.026,,,,,,,,
Player 139,19095,Catch and Shoot,Right,0,MaxStanceGapRelease,0.527,0.48,-0.047,ankleTotalROMAvg,-36.449,-44.36,-7.911,,,,,,,,
Player 139,19118,Off the Dribble,Right,0,MaxStanceGapHitch,0.609,0.585,-0.024,MaxStanceGapPostHitch,0.608,0.59,-0.018,ankleTotalROMAvg,-41.883,-44.461,-2.578,,,,
Player 139,19129,Catch and Shoot,Right,0,ankleTotalROMAvg,-40.806,-43.022,-2.216,maxElbowFlexionAvgHitch,116.44,112.904,-3.536,,,,,,,,
Player 139,19135,Catch and Shoot,Right,0,MaxStanceGapPostHitch,0.615,0.599,-0.015,MaxStanceGapRelease,0.531,0.491,-0.04,,,,,,,,
Player 139,19140,Off the Dribble,Right,0,FeetAlignmentPreHitch,-169.268,-160.097,9.171,,,,,,,,,,,,
Player 139,19143,Off the Dribble,Right,0,MaxStanceGapPostHitch,0.63,0.594,-0.035,MaxStanceGapRelease,0.543,0.484,-0.059,,,,,,,,
Player 139,19144,Catch and Shoot,Right,0,ankleTotalROMAvg,-38.193,-44.112,-5.919,BallVeloPreHitch,4.321,3.957,-0.365,,,,,,,,
Player 139,19158,Catch and Shoot,Right,0,MaxStanceGapPostHitch,0.633,0.59,-0.043,MaxStanceGapHitch,0.629,0.585,-0.044,maxElbowFlexionAvgHitch,115.177,111.937,-3.24,Max.Ball.Released..Away.from.body.,0.609,0.54,-0.069
