PlayerId,ShotId,Shot.Type,hand,is_make,feat_1,orig_1,rec_1,delta_1,feat_2,orig_2,rec_2,delta_2,feat_3,orig_3,rec_3,delta_3,feat_4,orig_4,rec_4,delta_4,feat_5,orig_5,rec_5,delta_5
Player 129,18326,Catch and Shoot,Right,4,BallVeloRelease,5.731,4.585,-1.146,maxKneeFlexionDominantPreHitch,-53.834,-58.099,-4.265,HipAlignmentRelease__zwithin,0.27,0.216,-0.054,maxAnklePlantarflexionNonDominantPostHitch,-3.43,-2.744,0.686,BallVeloStart__zwithin,-2.035,-1.535,0.5
Player 129,18328,Catch and Shoot,Right,4,Max.Ball.Released..Away.from.body.,0.891,0.713,-0.178,maxElbowExtensionDominantPreHitch,115.59,113.159,-2.431,maxAnklePlantarflexionDomDiffPostHitch,-3.322,-3.322,0.0,ShoulderAlignmentPreHitch,-122.214,-122.214,0.0,MaxStanceGapPostHitch,0.614,0.542,-0.072
Player 129,18329,Off the Dribble,Right,4,TorsoVeloRelease__zwithin,-1.435,-0.935,0.5,ankleTotalROMAvg,-32.425,-27.049,5.376,maxAnklePlantarflexionNonDominantPostHitch,-8.536,-6.828,1.707,MaxStanceGapHitch,0.356,0.428,0.071,Max.Ball.Released..Away.from.body.,0.217,0.261,0.043
Player 129,18330,Off the Dribble,Right,4,KneeTotalROMAvg,39.443,45.443,6.0,maxAnklePlantarflexionDomDiffPostHitch,-12.73,-10.184,2.546,maxKneeFlexionDominantPreHitch,-50.64,-58.099,-7.459,HipAlignmentRelease__zwithin,0.312,0.25,-0.062,maxAnklePlantarflexionNonDominantPostHitch,-11.812,-9.449,2.362
Player 129,18333,Catch and Shoot,Right,3,BallVeloRelease,3.303,3.303,0.0,ankleTotalROMAvg,-6.739,-8.087,-1.348,TorsoVeloPostHitch,0.308,0.808,0.5,BallVeloRelease__zwithin,-1.507,-1.507,0.0,ShoulderAlignmentPreHitch,-139.506,-122.214,17.293
