PlayerId,ShotId,Shot.Type,hand,is_make,feat_1,orig_1,rec_1,delta_1,feat_2,orig_2,rec_2,delta_2,feat_3,orig_3,rec_3,delta_3,feat_4,orig_4,rec_4,delta_4,feat_5,orig_5,rec_5,delta_5
Player 67,8907,Off the Dribble,Right,4,BallVeloRelease__zwithin,-1.223,-0.723,0.5,maxAnklePlantarflexionAvgPostHitch__zwithin,-1.549,-1.24,0.31,maxElbowExtensionNonDominantPostHitch,13.808,16.423,2.614,BallVeloStart__zwithin,-1.153,-0.653,0.5,maxElbowExtensionAvgPostHitch,12.273,14.16,1.887
Player 67,8908,Off the Dribble,Right,4,BallVeloRelease__zwithin,-1.876,-1.376,0.5,BallVeloRelease,5.931,6.261,0.33,timeToMaxShoulderFlexionDomDiffHitch__zwithin,-1.346,-0.066,1.28,maxAnklePlantarflexionAvgPostHitch__zwithin,-1.811,-1.449,0.362,timeToMaxShoulderFlexionNonDominantPostHitch,0.45,0.433,-0.017
Player 67,8909,Off the Dribble,Right,4,BallVeloRelease,5.91,6.261,0.351,BallVeloRelease__zwithin,-1.995,-1.495,0.5,maxAnklePlantarflexionAvgPostHitch__zwithin,-1.563,-1.25,0.313,timeToMaxShoulderFlexionNonDominantPostHitch,0.475,0.433,-0.041,maxElbowExtensionNonDominantPostHitch,18.671,16.423,-2.248
Player 67,8910,Catch and Shoot,Right,4,maxTorsoFlexionPreHitch__zwithin,-1.7,-0.569,1.131,BallVeloRelease,6.005,6.296,0.292,BallVeloRelease__zwithin,-1.458,-0.958,0.5,maxElbowExtensionDominantPostHitch,2.755,12.413,9.658,maxElbowExtensionAvgPostHitch,9.998,13.697,3.699
Player 67,8911,Catch and Shoot,Right,4,BallVeloRelease__zwithin,-1.503,-1.003,0.5,maxElbowExtensionDominantPostHitch,7.853,12.413,4.56,BallVeloRelease,5.997,6.296,0.3,maxElbowExtensionAvgPostHitch,13.594,13.697,0.103,BallVeloStart__zwithin,-1.228,-0.728,0.5
Player 67,8913,Catch and Shoot,Right,4,BallVeloRelease__zwithin,-1.37,-0.87,0.5,BallVeloRelease,6.02,6.296,0.276,maxElbowExtensionNonDominantPostHitch,19.623,15.087,-4.536,timeToMaxShoulderExtensionDomDiffHitch__zwithin,-0.779,-0.001,0.778,maxElbowExtensionDominantPostHitch,8.712,12.413,3.701
Player 67,8914,Off the Dribble,Right,4,BallVeloRelease,5.891,6.261,0.37,BallVeloRelease__zwithin,-2.102,-1.602,0.5,timeToMaxShoulderFlexionNonDominantPostHitch,0.417,0.433,0.017,maxHipFlexionNonDominantHitch__zwithin,-1.891,-0.594,1.297,maxElbowExtensionNonDominantPostHitch,21.465,16.423,-5.042
Player 67,8916,Catch and Shoot,Right,4,BallVeloRelease,5.974,6.296,0.322,BallVeloRelease__zwithin,-1.633,-1.133,0.5,timeToMaxShoulderExtensionDomDiffPreHitch__zwithin,-3.918,-0.291,3.627,maxElbowExtensionNonDominantPostHitch,16.48,15.087,-1.393,timeToMaxShoulderFlexionNonDominantPostHitch,0.4,0.433,0.033
Player 67,8918,Off the Dribble,Right,4,BallVeloRelease,5.747,6.261,0.514,BallVeloRelease__zwithin,-2.921,-2.336,0.584,maxElbowExtensionNonDominantPostHitch,15.704,16.423,0.718,KneeTotalROMAvg,45.268,52.465,7.197,timeToMaxShoulderFlexionNonDominantPostHitch,0.4,0.433,0.033
Player 67,8921,Catch and Shoot,Right,4,maxElbowExtensionDominantPostHitch,7.666,12.413,4.747,BallVeloRelease__zwithin,-1.609,-1.109,0.5,BallVeloRelease,5.978,6.296,0.318,maxElbowExtensionAvgPostHitch,12.676,13.697,1.022,maxElbowExtensionNonDominantPostHitch,17.685,15.087,-2.598
Player 67,8923,Off the Dribble,Right,4,BallVeloRelease__zwithin,-1.173,-0.673,0.5,timeToMaxElbowExtensionNonDominantPostHitch,0.442,0.458,0.016,timeToMaxElbowExtensionDominantPostHitch,0.458,0.467,0.009,maxElbowExtensionAvgPostHitch,15.425,14.16,-1.265,timeToMaxShoulderFlexionNonDominantPostHitch,0.425,0.433,0.009
Player 67,8924,Off the Dribble,Right,4,BallVeloRelease,5.979,6.261,0.282,BallVeloRelease__zwithin,-1.605,-1.105,0.5,maxElbowExtensionNonDominantPostHitch,19.646,16.423,-3.224,timeToMaxShoulderFlexionNonDominantPostHitch,0.392,0.433,0.041,KneeTotalROMAvg,45.39,52.465,7.075
Player 67,8925,Off the Dribble,Right,4,maxElbowExtensionDominantPostHitch,7.937,12.77,4.833,maxElbowExtensionAvgPostHitch,11.82,14.16,2.339,timeToMaxShoulderFlexionNonDominantPostHitch,0.441,0.433,-0.008,BallVeloRelease__zwithin,-0.617,-0.117,0.5,BallVeloStart__zwithin,-1.284,-0.784,0.5
Player 67,8931,Catch and Shoot,Right,4,HipAlignmentPreHitch__zwithin,1.146,0.916,-0.229,HipAlignmentPostHitch__zwithin,1.137,0.91,-0.227,HipAlignmentRelease__zwithin,1.002,0.802,-0.2,timeToMaxShoulderFlexionDomDiffHitch__zwithin,-2.074,-0.067,2.007,ShoulderAlignmentPostHitch__zwithin,1.068,0.855,-0.214
Player 67,8932,Off the Dribble,Right,4,HipAlignmentPreHitch__zwithin,1.148,0.919,-0.23,HipAlignmentPostHitch__zwithin,1.105,0.884,-0.221,HipAlignmentRelease__zwithin,0.964,0.771,-0.193,maxElbowExtensionNonDominantPostHitch,9.661,16.423,6.762,ShoulderAlignmentPostHitch__zwithin,1.053,0.842,-0.211
Player 67,8933,Off the Dribble,Right,4,HipAlignmentPreHitch__zwithin,1.134,0.907,-0.227,HipAlignmentRelease__zwithin,0.986,0.789,-0.197,HipAlignmentPostHitch__zwithin,1.04,0.832,-0.208,ShoulderAlignmentPostHitch__zwithin,0.997,0.797,-0.199,timeToMaxElbowExtensionDominantPostHitch,0.466,0.467,0.001
