PlayerId,ShotId,Shot.Type,hand,is_make,feat_1,orig_1,rec_1,delta_1,feat_2,orig_2,rec_2,delta_2,feat_3,orig_3,rec_3,delta_3,feat_4,orig_4,rec_4,delta_4
Player 132,18446,Off the Dribble,Right,0,timeToMaxHipFlexionNonDominantPreHitch,0.517,0.7,0.183,maxTorsoExtensionPreHitch,-1.363,-3.382,-2.019,,,,,,,,
Player 132,18450,Off the Dribble,Right,0,maxTorsoFlexionPostHitch,3.47,-0.184,-3.655,maxAnklePlantarflexionDominantHitch,18.937,18.462,-0.475,,,,,,,,
Player 132,18451,Off the Dribble,Right,0,maxTorsoFlexionHitch,-2.465,-9.091,-6.625,maxAnklePlantarflexionDominantPostHitch,-24.802,-26.842,-2.04,,,,,,,,
Player 132,18456,Off the Dribble,Right,0,maxHipExtensionNonDominantPostHitch,5.95,9.494,3.545,maxTorsoExtensionPreHitch,-3.148,-2.8,0.348,,,,,,,,
Player 132,18468,Catch and Shoot,Right,0,BallVeloRelease,6.623,6.433,-0.19,TorsoVeloRelease,1.192,0.948,-0.243,,,,,,,,
Player 132,18471,Off the Dribble,Right,0,timeToMaxHipFlexionNonDominantPreHitch,0.475,0.7,0.225,maxShoulderExtensionDominantPostHitch,98.199,93.098,-5.101,BallVeloRelease,6.433,6.588,0.155,,,,
Player 132,18472,Catch and Shoot,Right,0,maxAnklePlantarflexionDominantPreHitch,23.693,13.373,-10.32,maxAnklePlantarflexionAvgPreHitch,25.589,14.685,-10.904,timeToMaxKneeFlexionDominantPreHitch,0.55,0.4,-0.15,timeToMaxHipFlexionNonDominantPreHitch,0.517,0.4,-0.117
Player 132,18475,Off the Dribble,Right,0,BallVeloRelease,6.615,6.401,-0.214,,,,,,,,,,,,
Player 132,18482,Catch and Shoot,Right,0,maxAnklePlantarflexionDominantPreHitch,24.866,15.069,-9.797,maxAnklePlantarflexionAvgPreHitch,26.601,16.344,-10.257,,,,,,,,
Player 132,18485,Catch and Shoot,Right,0,BallVeloRelease,6.698,6.478,-0.22,timeToMaxShoulderExtensionNonDominantPostHitch,0.941,0.9,-0.041,,,,,,,,
Player 132,18486,Catch and Shoot,Right,0,maxAnklePlantarflexionDominantPreHitch,23.868,17.14,-6.728,maxAnklePlantarflexionDominantPostHitch,-20.794,-23.301,-2.507,,,,,,,,
Player 132,18502,Catch and Shoot,Right,0,maxHipExtensionNonDominantPostHitch,13.834,4.726,-9.109,hipTotalROMDominant,-32.026,-33.7,-1.674,,,,,,,,
Player 132,18506,Catch and Shoot,Right,0,BallVeloRelease,6.723,6.489,-0.234,,,,,,,,,,,,
Player 132,18507,Catch and Shoot,Right,0,BallVeloRelease,6.611,6.479,-0.132,maxKneeFlexionAvgPreHitch,-73.971,-68.569,5.402,maxHipExtensionNonDominantPostHitch,11.973,6.26,-5.713,,,,
Player 132,18509,Catch and Shoot,Right,0,BallVeloRelease,6.683,6.473,-0.21,maxKneeFlexionAvgPreHitch,-72.399,-68.733,3.666,,,,,,,,
Player 132,18521,Catch and Shoot,Right,0,BallVeloRelease,6.662,6.452,-0.21,maxKneeFlexionAvgPreHitch,-73.624,-69.341,4.283,,,,,,,,
Player 132,18523,Catch and Shoot,Right,0,maxKneeExtensionDominantPreHitch,-76.915,-62.37,14.545,maxElbowExtensionDominantHitch,113.411,125.985,12.574,ShoulderAlignmentRelease,-147.908,-133.933,13.975,,,,
