PlayerId,ShotId,Shot.Type,hand,is_make,feat_1,orig_1,rec_1,delta_1,feat_2,orig_2,rec_2,delta_2,feat_3,orig_3,rec_3,delta_3,feat_4,orig_4,rec_4,delta_4
Player 116,15747,Catch and Shoot,Right,0,TorsoVeloRelease,1.588,1.533,-0.056,,,,,,,,,,,,
Player 116,15751,Off the Dribble,Right,0,TorsoVeloPostHitch,0.411,0.796,0.385,,,,,,,,,,,,
Player 116,15754,Off the Dribble,Right,0,TorsoVeloPostHitch,0.37,0.79,0.42,BallVeloPreHitch,2.141,2.527,0.386,,,,,,,,
Player 116,15756,Off the Dribble,Right,0,TorsoVeloRelease,1.512,1.33,-0.183,Max.Ball.Released..Away.from.body.,0.719,0.568,-0.152,,,,,,,,
Player 116,15757,Catch and Shoot,Right,0,BallVeloRelease,6.588,5.993,-0.595,TorsoVeloRelease,1.498,1.332,-0.167,maxElbowFlexionAvgPreHitch,117.663,107.695,-9.968,,,,
Player 116,15760,Off the Dribble,Right,0,BallVeloRelease,6.623,6.165,-0.458,BallVeloPreHitch,2.066,2.041,-0.025,,,,,,,,
Player 116,15783,Off the Dribble,Right,0,TorsoVeloPostHitch,0.47,0.915,0.446,maxShoulderExtensionAvgPostHitch,62.165,76.204,14.039,,,,,,,,
Player 116,15866,Off the Dribble,Right,0,BallVeloRelease,6.569,5.661,-0.907,,,,,,,,,,,,
Player 116,15886,Off the Dribble,Right,0,BallVeloPreHitch,2.168,2.436,0.268,TorsoVeloPostHitch,0.478,0.791,0.313,,,,,,,,
Player 116,15903,Catch and Shoot,Right,0,TorsoVeloRelease,1.655,1.467,-0.188,,,,,,,,,,,,
Player 116,15923,Catch and Shoot,Right,1,ElbowFlexionAtT0Dominant,114.095,110.937,-3.158,maxElbowFlexionAvgPreHitch,116.368,110.456,-5.912,,,,,,,,
Player 116,15952,Catch and Shoot,Right,0,TorsoVeloRelease,1.571,1.123,-0.447,maxElbowFlexionAvgPreHitch,117.677,103.457,-14.221,ElbowFlexionAtT0Dominant,118.009,103.91,-14.099,,,,
Player 116,15954,Catch and Shoot,Right,0,BallVeloPreHitch,2.237,2.505,0.267,TorsoVeloPostHitch,0.488,0.798,0.31,,,,,,,,
Player 116,15962,Catch and Shoot,Right,0,ElbowFlexionAtT0Dominant,107.395,103.67,-3.725,,,,,,,,,,,,
Player 116,15974,Catch and Shoot,Right,0,TorsoVeloRelease,1.663,1.456,-0.206,BallVeloRelease,6.697,6.13,-0.566,,,,,,,,
Player 116,15981,Catch and Shoot,Right,0,HipAlignmentPostHitch,-168.526,-160.333,8.193,,,,,,,,,,,,
Player 116,15987,Catch and Shoot,Right,0,TorsoVeloRelease,1.486,1.136,-0.35,ElbowFlexionAtT0Dominant,117.124,103.376,-13.747,,,,,,,,
Player 116,15993,Catch and Shoot,Right,0,BallVeloRelease,6.638,6.505,-0.134,BallVeloPreHitch,2.397,2.644,0.247,,,,,,,,
Player 116,16003,Catch and Shoot,Right,0,BallVeloRelease,6.638,6.451,-0.187,TorsoVeloPostHitch,0.612,0.787,0.175,,,,,,,,
Player 116,16006,Catch and Shoot,Right,0,TorsoVeloPostHitch,0.763,0.803,0.04,BallVeloPreHitch,2.619,2.648,0.028,,,,,,,,
Player 116,16022,Catch and Shoot,Right,0,TorsoVeloRelease,1.679,1.263,-0.416,ElbowFlexionAtT0NonDominant,102.258,90.395,-11.863,ElbowFlexionAtT0Dominant,111.744,101.107,-10.638,,,,
