PlayerId,ShotId,Shot.Type,hand,is_make,feat_1,orig_1,rec_1,delta_1,feat_2,orig_2,rec_2,delta_2,feat_3,orig_3,rec_3,delta_3,feat_4,orig_4,rec_4,delta_4,feat_5,orig_5,rec_5,delta_5
Player 52,4896,Catch and Shoot,Right,0,maxAnklePlantarflexionNonDominantHitch,30.235,24.104,-6.132,timeToMaxElbowExtensionNonDominantPreHitch,0.1,0.204,0.104,timeToMaxElbowExtensionDominantPreHitch,0.092,0.2,0.108,timeToMaxHipExtensionDominantPreHitch,0.1,0.237,0.137,,,,
Player 52,4917,Catch and Shoot,Right,0,BallVeloStart,-0.672,-0.3,0.372,FeetAlignmentRelease,-154.548,-151.379,3.169,maxHipFlexionAvgPreHitch,28.185,37.708,9.523,maxAnklePlantarflexionNonDominantHitch,30.249,25.145,-5.104,,,,
Player 52,4918,Off the Dribble,Right,0,FeetAlignmentRelease,-155.345,-150.454,4.892,maxHipFlexionAvgPreHitch,25.924,37.006,11.082,,,,,,,,,,,,
Player 52,4921,Catch and Shoot,Right,0,maxAnkleDorsiflexionDominantHitch,30.991,29.841,-1.15,,,,,,,,,,,,,,,,
Player 52,4925,Off the Dribble,Right,0,MaxStanceGapHitch,0.604,0.548,-0.056,maxAnklePlantarflexionDominantPreHitch,30.039,19.353,-10.686,maxTorsoFlexionPostHitch,2.128,-0.766,-2.894,,,,,,,,
Player 52,4942,Catch and Shoot,Right,0,maxAnklePlantarflexionAvgHitch,27.73,26.908,-0.822,maxKneeFlexionNonDominantHitch,-64.388,-64.952,-0.565,,,,,,,,,,,,
Player 52,4980,Catch and Shoot,Right,0,MaxStanceGapRelease,0.571,0.497,-0.074,timeToMaxAnklePlantarflexionDominantHitch,0.258,0.299,0.041,Max.Ball.Released..Away.from.body.,0.658,0.567,-0.092,,,,,,,,
Player 52,4984,Catch and Shoot,Right,0,MaxStanceGapRelease,0.573,0.5,-0.073,Max.Ball.Released..Away.from.body.,0.658,0.57,-0.088,maxTorsoFlexionPostHitch,2.075,-1.147,-3.222,,,,,,,,
Player 52,4994,Off the Dribble,Right,0,BallVeloRelease,6.793,5.827,-0.966,MaxStanceGapRelease,0.58,0.498,-0.081,maxElbowFlexionDominantPostHitch,109.94,113.374,3.434,maxShoulderExtensionDominantPreHitch,-4.205,2.723,6.928,TorsoVeloHitch,-0.541,-0.741,-0.2
Player 52,4995,Off the Dribble,Right,0,maxShoulderExtensionDominantPreHitch,0.14,7.719,7.579,maxKneeFlexionAvgPostHitch,-61.801,-61.319,0.482,,,,,,,,,,,,
Player 52,5003,Off the Dribble,Right,0,MaxStanceGapRelease,0.584,0.475,-0.108,maxAnklePlantarflexionAvgPreHitch,21.971,17.795,-4.176,,,,,,,,,,,,
Player 52,5004,Off the Dribble,Right,0,BallVeloRelease,6.666,5.976,-0.69,MaxStanceGapPostHitch,0.603,0.542,-0.061,,,,,,,,,,,,
Player 52,5043,Off the Dribble,Right,0,BallVeloRelease,6.997,5.88,-1.118,MaxStanceGapRelease,0.577,0.49,-0.087,MaxStanceGapHitch,0.587,0.531,-0.056,maxElbowExtensionNonDominantPreHitch,71.84,72.676,0.836,,,,
Player 52,5044,Off the Dribble,Right,0,MaxStanceGapRelease,0.591,0.52,-0.071,MaxStanceGapHitch,0.586,0.547,-0.039,maxKneeExtensionNonDominantHitch,-69.346,-62.054,7.293,,,,,,,,
Player 52,5064,Catch and Shoot,Right,0,ElbowTotalROMDominant,-89.159,-105.387,-16.228,MaxStanceGapHitch,0.585,0.531,-0.054,MaxStanceGapRelease,0.595,0.501,-0.095,Max.Ball.Released..Away.from.body.,0.679,0.551,-0.128,,,,
Player 52,5069,Catch and Shoot,Right,0,MaxStanceGapRelease,0.594,0.498,-0.096,maxHipExtensionDominantPreHitch,39.336,25.351,-13.986,,,,,,,,,,,,
Player 52,5073,Catch and Shoot,Right,0,MaxStanceGapHitch,0.587,0.517,-0.07,maxAnklePlantarflexionAvgPreHitch,24.509,17.649,-6.861,maxHipExtensionDominantPreHitch,42.034,27.17,-14.864,,,,,,,,
Player 52,5079,Catch and Shoot,Right,0,MaxStanceGapRelease,0.597,0.526,-0.071,MaxStanceGapPostHitch,0.603,0.543,-0.06,,,,,,,,,,,,
