PlayerId,ShotId,Shot.Type,hand,is_make,feat_1,orig_1,rec_1,delta_1,feat_2,orig_2,rec_2,delta_2,feat_3,orig_3,rec_3,delta_3,feat_4,orig_4,rec_4,delta_4,feat_5,orig_5,rec_5,delta_5
Player 47,4190,Off the Dribble,Right,4,BallVeloRelease__zwithin,-1.598,-1.098,0.5,maxTorsoFlexionPostHitch,4.973,4.344,-0.629,ankleTotalROMAvg,-36.845,-39.262,-2.417,KneeTotalROMAvg,43.322,44.062,0.74,maxShoulderFlexionAvgPostHitch,127.027,127.904,0.877
Player 47,4193,Off the Dribble,Right,4,KneeTotalROMAvg,40.737,44.062,3.325,ankleTotalROMAvg,-38.758,-39.262,-0.504,BallVeloRelease__zwithin,-0.792,-0.292,0.5,timeToMaxShoulderExtensionDominantPreHitch__zwithin,-0.427,0.25,0.677,maxTorsoFlexionPostHitch,4.453,4.344,-0.109
Player 47,4199,Off the Dribble,Right,4,maxTorsoFlexionPostHitch,5.819,4.344,-1.475,ankleTotalROMAvg,-36.841,-39.262,-2.421,BallVeloRelease__zwithin,-0.302,-0.154,0.147,maxShoulderFlexionNonDominantPostHitch,125.948,122.269,-3.679,maxElbowExtensionNonDominantPostHitch,17.571,22.215,4.644
Player 47,4202,Off the Dribble,Right,4,BallVeloRelease,5.228,6.273,1.045,maxTorsoFlexionPostHitch,5.388,4.344,-1.044,BallVeloRelease__zwithin,-5.012,-4.01,1.002,KneeTotalROMAvg,40.772,44.062,3.291,ankleTotalROMAvg,-38.283,-39.262,-0.979
Player 47,4203,Off the Dribble,Right,4,ankleTotalROMAvg,-35.537,-39.262,-3.725,ElbowFlexionAtT0NonDominant,46.626,53.679,7.053,BallVeloRelease__zwithin,-0.328,-0.154,0.174,timeToMaxShoulderExtensionDomDiffHitch__zwithin,0.005,0.072,0.067,maxElbowExtensionNonDominantPostHitch,20.231,22.215,1.983
Player 47,4204,Off the Dribble,Right,4,maxShoulderFlexionNonDominantPostHitch,120.595,122.269,1.674,maxShoulderFlexionAvgPostHitch,127.713,127.904,0.191,timeToMaxKneeFlexionDomDiffPreHitch,0.15,0.009,-0.141,timeToMaxAnklePlantarflexionNonDominantPostHitch__zwithin,0.782,0.625,-0.156,hipTotalROMDominant__zwithin,1.614,1.291,-0.323
Player 47,4206,Off the Dribble,Right,4,BallVeloRelease__zwithin,-1.223,-0.723,0.5,ElbowFlexionAtT0Dominant,68.227,76.307,8.08,maxShoulderFlexionAvgPostHitch,126.943,127.904,0.961,maxShoulderFlexionNonDominantPostHitch,120.631,122.269,1.638,maxTorsoFlexionPostHitch,4.344,4.344,0.0
Player 47,4208,Off the Dribble,Right,4,maxTorsoFlexionPostHitch,4.94,4.344,-0.596,maxShoulderFlexionAvgPostHitch,127.089,127.904,0.815,maxShoulderFlexionNonDominantPostHitch,121.879,122.269,0.39,BallVeloRelease__zwithin,-1.661,-1.161,0.5,ankleTotalROMAvg,-36.754,-39.262,-2.508
Player 47,4212,Catch and Shoot,Right,4,HipAlignmentPreHitch__zwithin,0.973,0.964,-0.01,HipAlignmentPostHitch__zwithin,1.0,0.959,-0.041,maxElbowExtensionNonDominantPostHitch,4.762,13.924,9.161,timeToMaxShoulderExtensionNonDominantPreHitch__zwithin,-1.051,-0.367,0.684,maxElbowFlexionAvgPreHitch,72.885,75.873,2.988
Player 47,4213,Catch and Shoot,Right,4,HipAlignmentPreHitch__zwithin,1.02,0.964,-0.056,HipAlignmentPostHitch__zwithin,0.994,0.959,-0.034,maxElbowExtensionNonDominantPostHitch,9.66,13.924,4.264,BallVeloRelease__zwithin,-0.807,-0.307,0.5,maxElbowExtensionAvgPostHitch,13.937,16.617,2.68
Player 47,4214,Catch and Shoot,Right,4,maxShoulderExtensionDominantHitch,-3.684,8.316,12.0,HipAlignmentRelease__zwithin,0.909,0.845,-0.064,HipAlignmentPostHitch__zwithin,0.974,0.959,-0.015,HipAlignmentPreHitch__zwithin,1.018,0.964,-0.054,KneeTotalROMAvg,38.326,45.815,7.489
Player 47,4215,Catch and Shoot,Right,4,HipAlignmentPreHitch__zwithin,0.975,0.964,-0.011,HipAlignmentPostHitch__zwithin,0.98,0.959,-0.021,HipAlignmentRelease__zwithin,0.885,0.845,-0.04,timeToMaxShoulderExtensionNonDominantPreHitch__zwithin,-0.774,-0.367,0.407,ShoulderAlignmentPostHitch__zwithin,0.957,0.921,-0.035
Player 47,4216,Catch and Shoot,Right,4,HipAlignmentPreHitch__zwithin,1.019,0.964,-0.056,HipAlignmentPostHitch__zwithin,0.96,0.959,-0.001,maxAnklePlantarflexionAvgPostHitch__zwithin,-1.63,-1.304,0.326,HipAlignmentRelease__zwithin,0.858,0.845,-0.013,timeToMaxShoulderExtensionNonDominantPreHitch__zwithin,-1.051,-0.367,0.684
Player 47,4217,Catch and Shoot,Right,4,HipAlignmentPreHitch__zwithin,0.991,0.964,-0.028,HipAlignmentPostHitch__zwithin,0.967,0.959,-0.008,HipAlignmentRelease__zwithin,0.892,0.845,-0.047,FeetAlignmentRelease,-137.213,-109.77,27.443,maxElbowExtensionNonDominantPostHitch,10.522,13.924,3.402
Player 47,4218,Catch and Shoot,Right,4,HipAlignmentPreHitch__zwithin,1.036,0.964,-0.072,HipAlignmentRelease__zwithin,0.906,0.845,-0.06,HipAlignmentPostHitch__zwithin,0.996,0.959,-0.037,ankleTotalROMAvg,-37.382,-44.084,-6.701,ElbowFlexionAtT0NonDominant,44.09,53.439,9.348
Player 47,4219,Catch and Shoot,Right,4,HipAlignmentRelease__zwithin,0.903,0.845,-0.058,HipAlignmentPostHitch__zwithin,0.929,0.959,0.031,KneeTotalROMAvg,41.044,45.815,4.771,HipAlignmentPreHitch__zwithin,1.007,0.964,-0.043,maxElbowFlexionAvgPostHitch,123.453,112.548,-10.905
Player 47,4220,Catch and Shoot,Right,4,HipAlignmentRelease__zwithin,0.903,0.845,-0.057,HipAlignmentPreHitch__zwithin,1.028,0.964,-0.064,HipAlignmentPostHitch__zwithin,1.007,0.959,-0.048,timeToMaxShoulderExtensionNonDominantPreHitch__zwithin,-1.458,-0.367,1.091,maxAnklePlantarflexionAvgPostHitch__zwithin,-1.45,-1.16,0.29
Player 47,4222,Catch and Shoot,Right,4,HipAlignmentPostHitch__zwithin,0.941,0.959,0.018,HipAlignmentPreHitch__zwithin,0.953,0.964,0.011,HipAlignmentRelease__zwithin,0.869,0.845,-0.024,KneeTotalROMAvg,41.169,45.815,4.645,maxElbowExtensionNonDominantPostHitch,2.43,13.924,11.494
Player 47,4223,Catch and Shoot,Right,4,HipAlignmentPreHitch__zwithin,1.017,0.964,-0.054,HipAlignmentPostHitch__zwithin,0.984,0.959,-0.025,HipAlignmentRelease__zwithin,0.926,0.845,-0.081,timeToMaxShoulderExtensionNonDominantPreHitch__zwithin,-1.458,-0.367,1.091,maxAnklePlantarflexionDomDiffPostHitch,-4.683,-3.746,0.937
Player 47,4224,Catch and Shoot,Right,4,HipAlignmentPreHitch__zwithin,0.979,0.964,-0.015,HipAlignmentPostHitch__zwithin,0.983,0.959,-0.023,maxElbowExtensionNonDominantPostHitch,12.739,13.924,1.184,ShoulderAlignmentPostHitch__zwithin,0.96,0.921,-0.038,maxAnklePlantarflexionAvgPostHitch__zwithin,-1.526,-1.221,0.305
Player 47,4225,Catch and Shoot,Right,4,HipAlignmentPreHitch__zwithin,1.047,0.964,-0.083,HipAlignmentRelease__zwithin,0.925,0.845,-0.079,HipAlignmentPostHitch__zwithin,1.016,0.959,-0.057,maxElbowExtensionNonDominantPostHitch,5.858,13.924,8.066,ShoulderAlignmentPostHitch__zwithin,1.008,0.921,-0.087
Player 47,4226,Catch and Shoot,Right,4,HipAlignmentPostHitch__zwithin,0.959,0.959,0.0,HipAlignmentRelease__zwithin,0.872,0.845,-0.027,timeToMaxShoulderExtensionNonDominantPreHitch__zwithin,-1.051,-0.367,0.684,KneeTotalROMAvg,44.135,45.815,1.68,maxElbowExtensionNonDominantPostHitch,11.004,13.924,2.919
Player 47,4228,Catch and Shoot,Right,4,HipAlignmentPreHitch__zwithin,1.0,0.964,-0.037,HipAlignmentPostHitch__zwithin,1.005,0.959,-0.046,HipAlignmentRelease__zwithin,0.86,0.845,-0.014,maxElbowExtensionNonDominantPostHitch,8.277,13.924,5.647,maxAnklePlantarflexionDomDiffPostHitch,-6.492,-5.194,1.298
Player 47,4229,Catch and Shoot,Right,4,HipAlignmentPreHitch__zwithin,1.015,0.964,-0.051,HipAlignmentPostHitch__zwithin,0.959,0.959,0.0,HipAlignmentRelease__zwithin,0.901,0.845,-0.056,timeToMaxShoulderExtensionNonDominantPreHitch__zwithin,-1.198,-0.367,0.83,maxShoulderExtensionDominantHitch,21.136,21.312,0.175
Player 47,4233,Catch and Shoot,Right,4,HipAlignmentPreHitch__zwithin,0.964,0.964,0.0,HipAlignmentPostHitch__zwithin,0.998,0.959,-0.039,HipAlignmentRelease__zwithin,0.864,0.845,-0.019,maxElbowExtensionNonDominantPostHitch,6.605,13.924,7.319,timeToMaxShoulderExtensionNonDominantPreHitch__zwithin,-0.644,-0.367,0.277
Player 47,4234,Catch and Shoot,Right,4,HipAlignmentPreHitch__zwithin,0.982,0.964,-0.018,HipAlignmentPostHitch__zwithin,0.995,0.959,-0.036,HipAlignmentRelease__zwithin,0.858,0.845,-0.012,KneeTotalROMAvg,44.865,45.815,0.95,maxElbowExtensionNonDominantPostHitch,13.924,13.924,0.0
