PlayerId,ShotId,Shot.Type,hand,is_make,feat_1,orig_1,rec_1,delta_1,feat_2,orig_2,rec_2,delta_2,feat_3,orig_3,rec_3,delta_3,feat_4,orig_4,rec_4,delta_4,feat_5,orig_5,rec_5,delta_5
Player 8,467,Off the Dribble,Right,3,BallVeloRelease,3.817,4.58,0.763,ankleTotalROMAvg,-21.953,-26.343,-4.391,BallVeloRelease__zwithin,-4.238,-3.39,0.848,BallVeloPostHitch__zwithin,-5.269,-4.215,1.054,TorsoVeloPostHitch,0.312,0.812,0.5
Player 8,468,Off the Dribble,Right,4,KneeTotalROMAvg,40.968,45.437,4.469,BallVeloRelease,5.637,5.637,0.0,maxElbowExtensionDominantPostHitch,4.871,9.391,4.519,timeToMaxElbowExtensionDomDiffPostHitch,0.034,0.008,-0.026,maxShoulderFlexionDomDiffPostHitch__zwithin,0.629,0.165,-0.463
Player 8,478,Off the Dribble,Right,4,BallVeloRelease,5.389,5.637,0.249,maxTorsoFlexionPreHitch__zwithin,-1.373,-0.463,0.91,KneeTotalROMAvg,39.843,45.437,5.594,timeToMaxShoulderExtensionDomDiffPreHitch,-0.075,0.0,0.075,timeToMaxHipFlexionNonDominantPostHitch__zwithin,4.294,-0.16,-4.454
Player 8,488,Off the Dribble,Right,4,HipAlignmentPreHitch__zwithin,0.989,0.791,-0.198,BallVeloRelease,5.78,5.637,-0.143,ShoulderAlignmentPostHitch__zwithin,0.919,0.735,-0.184,maxKneeFlexionDominantPreHitch,-53.456,-64.38,-10.924,HipAlignmentPostHitch__zwithin,0.888,0.711,-0.178
Player 8,489,Catch and Shoot,Right,4,HipAlignmentPreHitch__zwithin,1.082,1.003,-0.079,HipAlignmentPostHitch__zwithin,0.963,0.894,-0.07,HipAlignmentRelease__zwithin,0.878,0.821,-0.057,BallVeloRelease,5.741,5.976,0.235,ShoulderAlignmentPostHitch__zwithin,0.991,0.922,-0.069
Player 8,490,Catch and Shoot,Right,4,HipAlignmentPreHitch__zwithin,1.034,1.003,-0.031,HipAlignmentPostHitch__zwithin,0.937,0.894,-0.043,HipAlignmentRelease__zwithin,0.884,0.821,-0.063,ShoulderAlignmentPostHitch__zwithin,0.892,0.922,0.03,KneeTotalROMAvg,41.291,47.9,6.609
Player 8,491,Catch and Shoot,Right,4,HipAlignmentPreHitch__zwithin,1.063,1.003,-0.06,HipAlignmentRelease__zwithin,0.884,0.821,-0.064,HipAlignmentPostHitch__zwithin,0.917,0.894,-0.023,KneeTotalROMAvg,42.965,47.9,4.934,ShoulderAlignmentRelease__zwithin,1.009,0.91,-0.1
Player 8,492,Catch and Shoot,Right,4,BallVeloRelease,5.54,5.976,0.436,HipAlignmentPreHitch__zwithin,1.032,1.003,-0.029,HipAlignmentPostHitch__zwithin,0.873,0.894,0.021,ShoulderAlignmentPostHitch__zwithin,0.915,0.922,0.007,ShoulderAlignmentRelease__zwithin,0.911,0.91,-0.001
Player 8,493,Off the Dribble,Right,4,HipAlignmentPreHitch__zwithin,1.025,0.82,-0.205,HipAlignmentPostHitch__zwithin,0.923,0.738,-0.185,BallVeloRelease,5.775,5.637,-0.138,ShoulderAlignmentPostHitch__zwithin,0.921,0.737,-0.184,HipAlignmentRelease__zwithin,0.87,0.696,-0.174
Player 8,494,Catch and Shoot,Right,4,HipAlignmentPreHitch__zwithin,1.005,1.003,-0.002,HipAlignmentPostHitch__zwithin,0.925,0.894,-0.031,ShoulderAlignmentPostHitch__zwithin,0.949,0.922,-0.027,ShoulderAlignmentRelease__zwithin,0.987,0.91,-0.078,maxHipExtensionNonDominantHitch,30.71,25.896,-4.813
