PlayerId,ShotId,Shot.Type,hand,is_make,feat_1,orig_1,rec_1,delta_1,feat_2,orig_2,rec_2,delta_2,feat_3,orig_3,rec_3,delta_3,feat_4,orig_4,rec_4,delta_4,feat_5,orig_5,rec_5,delta_5
Player 106,14881,Off the Dribble,Right,4,HipAlignmentPreHitch__zwithin,2.328,1.862,-0.466,HipAlignmentRelease__zwithin,2.13,1.704,-0.426,maxElbowExtensionDominantPostHitch,47.329,35.329,-12.0,HipAlignmentPostHitch__zwithin,2.265,1.812,-0.453,timeToMaxShoulderExtensionNonDominantPreHitch__zwithin,-0.489,-0.489,0.0
Player 106,14883,Catch and Shoot,Right,4,HipAlignmentRelease__zwithin,2.284,1.827,-0.457,HipAlignmentPreHitch__zwithin,2.327,1.861,-0.465,HipAlignmentPostHitch__zwithin,2.286,1.829,-0.457,timeToMaxShoulderExtensionNonDominantPreHitch__zwithin,-0.489,-0.489,0.0,ShoulderAlignmentPostHitch__zwithin,2.323,1.859,-0.465
Player 106,14885,Off the Dribble,Right,4,HipAlignmentPreHitch__zwithin,2.281,1.825,-0.456,HipAlignmentRelease__zwithin,2.14,1.712,-0.428,HipAlignmentPostHitch__zwithin,2.331,1.865,-0.466,timeToMaxElbowExtensionNonDominantPostHitch,0.416,0.534,0.118,ShoulderAlignmentPostHitch__zwithin,2.316,1.853,-0.463
Player 106,14886,Catch and Shoot,Right,4,HipAlignmentRelease__zwithin,2.239,1.791,-0.448,HipAlignmentPreHitch__zwithin,2.077,1.662,-0.415,HipAlignmentPostHitch__zwithin,2.258,1.807,-0.452,maxShoulderExtensionDominantPostHitch,58.149,60.381,2.232,ShoulderAlignmentPostHitch__zwithin,2.246,1.797,-0.449
Player 106,14887,Catch and Shoot,Right,4,HipAlignmentRelease__zwithin,2.125,1.7,-0.425,HipAlignmentPreHitch__zwithin,2.001,1.6,-0.4,HipAlignmentPostHitch__zwithin,2.217,1.774,-0.443,ShoulderAlignmentPostHitch__zwithin,2.157,1.726,-0.431,timeToMaxShoulderExtensionNonDominantPreHitch__zwithin,-0.489,-0.489,0.0
Player 106,14888,Catch and Shoot,Right,4,HipAlignmentRelease__zwithin,2.148,1.719,-0.43,HipAlignmentPreHitch__zwithin,2.104,1.683,-0.421,HipAlignmentPostHitch__zwithin,2.256,1.805,-0.451,maxElbowExtensionDominantPostHitch,46.433,34.433,-12.0,timeToMaxElbowExtensionNonDominantPostHitch,0.416,0.421,0.005
Player 106,14889,Catch and Shoot,Right,4,HipAlignmentRelease__zwithin,2.308,1.846,-0.462,HipAlignmentPreHitch__zwithin,2.071,1.657,-0.414,HipAlignmentPostHitch__zwithin,2.192,1.754,-0.438,maxKneeExtensionAvgPostHitch,-22.576,-25.073,-2.497,ShoulderAlignmentRelease__zwithin,2.323,1.858,-0.465
Player 106,14890,Catch and Shoot,Right,4,HipAlignmentPreHitch__zwithin,2.249,1.799,-0.45,HipAlignmentRelease__zwithin,2.005,1.604,-0.401,HipAlignmentPostHitch__zwithin,2.005,1.604,-0.401,timeToMaxElbowExtensionDominantPostHitch,0.417,0.425,0.008,ShoulderAlignmentPostHitch__zwithin,1.893,1.515,-0.379
Player 106,14903,Catch and Shoot,Right,4,maxShoulderExtensionDominantPostHitch,60.583,60.381,-0.201,BallVeloRelease__zwithin,0.23,0.708,0.478,timeToMaxShoulderExtensionNonDominantPreHitch__zwithin,-0.489,-0.489,0.0,BallVeloStart__zwithin,-1.534,-1.034,0.5,timeToMaxShoulderFlexionNonDominantPostHitch,0.433,0.425,-0.008
Player 106,14916,Off the Dribble,Right,3,BallVeloRelease,5.043,5.263,0.219,ankleTotalROMAvg,-21.978,-19.021,2.957,TorsoVeloPostHitch,0.349,0.306,-0.043,ElbowFlexionAtT0Dominant,66.196,73.93,7.734,BallVeloRelease__zwithin,-1.709,-1.352,0.357
