PlayerId,ShotId,Shot.Type,hand,is_make,feat_1,orig_1,rec_1,delta_1,feat_2,orig_2,rec_2,delta_2,feat_3,orig_3,rec_3,delta_3,feat_4,orig_4,rec_4,delta_4,feat_5,orig_5,rec_5,delta_5
Player 49,4456,Catch and Shoot,Right,4,HipAlignmentPostHitch__zwithin,1.207,0.966,-0.241,HipAlignmentRelease__zwithin,1.328,1.062,-0.266,HipAlignmentPreHitch__zwithin,1.309,1.047,-0.262,BallVeloRelease,5.796,5.938,0.142,ShoulderAlignmentPostHitch__zwithin,1.278,1.022,-0.256
Player 49,4457,Catch and Shoot,Right,4,HipAlignmentRelease__zwithin,1.383,1.107,-0.277,HipAlignmentPreHitch__zwithin,1.212,0.969,-0.242,HipAlignmentPostHitch__zwithin,1.355,1.084,-0.271,ShoulderAlignmentPostHitch__zwithin,1.269,1.016,-0.254,BallVeloRelease,5.994,5.938,-0.056
Player 49,4458,Catch and Shoot,Right,4,HipAlignmentPreHitch__zwithin,1.175,0.94,-0.235,HipAlignmentRelease__zwithin,1.299,1.039,-0.26,HipAlignmentPostHitch__zwithin,1.242,0.993,-0.248,ShoulderAlignmentPostHitch__zwithin,1.303,1.042,-0.261,maxShoulderExtensionDominantPostHitch,61.498,68.002,6.504
Player 49,4459,Catch and Shoot,Right,4,BallVeloRelease,5.738,5.938,0.2,HipAlignmentRelease__zwithin,1.277,1.022,-0.255,HipAlignmentPreHitch__zwithin,1.221,0.977,-0.244,HipAlignmentPostHitch__zwithin,1.333,1.067,-0.267,ShoulderAlignmentPostHitch__zwithin,1.245,0.996,-0.249
Player 49,4460,Catch and Shoot,Right,4,HipAlignmentRelease__zwithin,1.275,1.02,-0.255,HipAlignmentPreHitch__zwithin,1.227,0.982,-0.245,HipAlignmentPostHitch__zwithin,1.307,1.046,-0.261,BallVeloRelease,5.903,5.938,0.035,ShoulderAlignmentPostHitch__zwithin,1.283,1.026,-0.257
Player 49,4461,Catch and Shoot,Right,4,HipAlignmentRelease__zwithin,1.271,1.017,-0.254,HipAlignmentPreHitch__zwithin,1.203,0.962,-0.241,HipAlignmentPostHitch__zwithin,1.296,1.037,-0.259,ShoulderAlignmentPostHitch__zwithin,1.236,0.989,-0.247,maxElbowExtensionNonDominantPostHitch,8.718,3.848,-4.87
Player 49,4462,Catch and Shoot,Right,4,BallVeloRelease,5.63,5.938,0.308,HipAlignmentPostHitch__zwithin,1.318,1.055,-0.264,HipAlignmentRelease__zwithin,1.243,0.995,-0.249,HipAlignmentPreHitch__zwithin,1.27,1.016,-0.254,ShoulderAlignmentPostHitch__zwithin,1.273,1.019,-0.255
Player 49,4463,Catch and Shoot,Right,4,HipAlignmentRelease__zwithin,1.272,1.018,-0.254,HipAlignmentPreHitch__zwithin,1.123,0.899,-0.225,HipAlignmentPostHitch__zwithin,1.245,0.996,-0.249,ShoulderAlignmentPostHitch__zwithin,1.241,0.993,-0.248,maxElbowExtensionNonDominantPostHitch,3.628,3.848,0.22
Player 49,4464,Catch and Shoot,Right,4,HipAlignmentRelease__zwithin,1.329,1.063,-0.266,HipAlignmentPreHitch__zwithin,1.114,0.891,-0.223,HipAlignmentPostHitch__zwithin,1.249,0.999,-0.25,ShoulderAlignmentPostHitch__zwithin,1.227,0.981,-0.245,maxElbowExtensionNonDominantPostHitch,1.917,3.848,1.931
Player 49,4465,Off the Dribble,Right,4,HipAlignmentRelease__zwithin,1.329,1.063,-0.266,HipAlignmentPreHitch__zwithin,1.185,0.948,-0.237,HipAlignmentPostHitch__zwithin,1.285,1.028,-0.257,ShoulderAlignmentPostHitch__zwithin,1.215,0.972,-0.243,maxElbowExtensionDominantPostHitch,6.161,12.503,6.342
Player 49,4466,Catch and Shoot,Right,4,HipAlignmentRelease__zwithin,1.218,0.974,-0.244,HipAlignmentPreHitch__zwithin,1.219,0.975,-0.244,ShoulderTotalROMNonDominant__zwithin,-4.758,-3.807,0.952,BallVeloRelease,5.897,5.938,0.041,HipAlignmentPostHitch__zwithin,1.25,1.0,-0.25
Player 49,4467,Catch and Shoot,Right,4,ElbowFlexionAtT0Dominant,39.205,51.205,12.0,BallVeloRelease,4.564,5.477,0.913,HipAlignmentPreHitch__zwithin,1.154,0.923,-0.231,HipAlignmentPostHitch__zwithin,1.27,1.016,-0.254,maxElbowFlexionAvgPreHitch,118.937,106.937,-12.0
Player 49,4468,Catch and Shoot,Right,4,HipAlignmentPreHitch__zwithin,1.176,0.941,-0.235,HipAlignmentRelease__zwithin,1.24,0.992,-0.248,BallVeloRelease,5.778,5.938,0.16,HipAlignmentPostHitch__zwithin,1.259,1.007,-0.252,ShoulderAlignmentPostHitch__zwithin,1.233,0.987,-0.247
Player 49,4469,Catch and Shoot,Right,4,BallVeloRelease,5.38,5.938,0.558,HipAlignmentRelease__zwithin,1.292,1.034,-0.258,HipAlignmentPreHitch__zwithin,1.138,0.91,-0.228,HipAlignmentPostHitch__zwithin,1.291,1.033,-0.258,ShoulderAlignmentPostHitch__zwithin,1.205,0.964,-0.241
Player 49,4470,Catch and Shoot,Right,4,BallVeloRelease,4.803,5.764,0.961,HipAlignmentPreHitch__zwithin,1.176,0.941,-0.235,HipAlignmentRelease__zwithin,1.249,0.999,-0.25,HipAlignmentPostHitch__zwithin,1.283,1.026,-0.257,ShoulderAlignmentPostHitch__zwithin,1.264,1.011,-0.253
Player 49,4471,Catch and Shoot,Right,4,ElbowFlexionAtT0Dominant,0.141,12.141,12.0,HipAlignmentPreHitch__zwithin,1.208,0.966,-0.242,BallVeloRelease,5.836,5.938,0.102,HipAlignmentPostHitch__zwithin,1.222,0.978,-0.244,HipAlignmentRelease__zwithin,1.251,1.001,-0.25
Player 49,4472,Catch and Shoot,Right,4,HipAlignmentRelease__zwithin,1.252,1.002,-0.25,HipAlignmentPreHitch__zwithin,1.225,0.98,-0.245,HipAlignmentPostHitch__zwithin,1.322,1.057,-0.264,BallVeloRelease,5.841,5.938,0.097,ShoulderAlignmentPostHitch__zwithin,1.293,1.035,-0.259
Player 49,4473,Catch and Shoot,Right,4,HipAlignmentRelease__zwithin,1.271,1.017,-0.254,HipAlignmentPreHitch__zwithin,1.218,0.974,-0.244,maxShoulderExtensionDomDiffPreHitch,37.144,25.144,-12.0,HipAlignmentPostHitch__zwithin,1.354,1.083,-0.271,ShoulderAlignmentPostHitch__zwithin,1.094,0.875,-0.219
Player 49,4474,Catch and Shoot,Right,4,HipAlignmentRelease__zwithin,1.345,1.076,-0.269,HipAlignmentPostHitch__zwithin,1.35,1.08,-0.27,HipAlignmentPreHitch__zwithin,1.231,0.985,-0.246,maxShoulderExtensionDomDiffPreHitch,175.737,163.737,-12.0,ShoulderAlignmentPostHitch__zwithin,1.289,1.031,-0.258
Player 49,4475,Off the Dribble,Right,4,BallVeloRelease,4.58,4.775,0.195,BallVeloRelease__zwithin,-1.17,-0.928,0.242,maxElbowExtensionDominantPostHitch,11.378,12.503,1.125,maxElbowExtensionAvgPostHitch,12.504,14.85,2.346,HipAlignmentRelease__zwithin,-0.017,-0.02,-0.003
Player 49,4476,Off the Dribble,Right,4,BallVeloRelease,4.579,4.775,0.196,maxKneeFlexionDominantPreHitch,-52.269,-58.135,-5.866,BallVeloRelease__zwithin,-1.172,-0.928,0.244,HipAlignmentRelease__zwithin,-0.05,-0.06,-0.01,TorsoVeloRelease__zwithin,-1.028,-1.024,0.004
Player 49,4477,Off the Dribble,Right,4,BallVeloRelease,4.718,4.775,0.056,maxElbowExtensionDominantPostHitch,7.822,12.503,4.68,BallVeloRelease__zwithin,-0.998,-0.928,0.07,maxElbowExtensionAvgPostHitch,12.828,14.85,2.023,HipAlignmentRelease__zwithin,-0.055,-0.066,-0.011
Player 49,4478,Off the Dribble,Right,4,BallVeloRelease,4.743,4.775,0.032,maxKneeFlexionDominantPreHitch,-53.668,-58.135,-4.466,BallVeloRelease__zwithin,-0.968,-0.928,0.04,HipAlignmentRelease__zwithin,-0.083,-0.071,0.011,TorsoVeloPostHitch,0.636,0.745,0.109
Player 49,4479,Off the Dribble,Right,4,BallVeloRelease,4.632,4.775,0.142,maxKneeFlexionDominantPreHitch,-52.395,-58.135,-5.74,BallVeloRelease__zwithin,-1.105,-0.928,0.177,HipAlignmentRelease__zwithin,-0.002,-0.002,-0.0,TorsoVeloRelease__zwithin,-1.202,-1.024,0.178
Player 49,4480,Off the Dribble,Right,4,BallVeloRelease,4.692,4.775,0.082,maxAnklePlantarflexionNonDominantPostHitch,-11.19,-13.428,-2.238,ankleTotalROMAvg,-37.129,-44.337,-7.208,BallVeloRelease__zwithin,-1.03,-0.928,0.102,TorsoVeloRelease__zwithin,-1.144,-1.024,0.12
Player 49,4481,Catch and Shoot,Right,4,BallVeloRelease,4.617,5.54,0.923,maxKneeFlexionDominantPreHitch,-52.448,-64.448,-12.0,BallVeloRelease__zwithin,-1.125,-0.625,0.5,HipAlignmentRelease__zwithin,-0.068,-0.054,0.014,TorsoVeloRelease__zwithin,-1.47,-0.97,0.5
Player 49,4482,Catch and Shoot,Right,4,BallVeloRelease,4.833,5.8,0.967,maxAnklePlantarflexionNonDominantPostHitch,-13.168,-15.801,-2.633,maxElbowExtensionDominantPostHitch,9.225,10.121,0.896,TorsoVeloRelease__zwithin,-1.601,-1.101,0.5,HipAlignmentRelease__zwithin,-0.033,-0.026,0.007
Player 49,4483,Off the Dribble,Right,4,BallVeloRelease,4.718,4.775,0.057,BallVeloRelease__zwithin,-0.999,-0.928,0.071,TorsoVeloRelease__zwithin,-1.399,-1.024,0.375,HipAlignmentRelease__zwithin,-0.019,-0.023,-0.004,FeetAlignmentPreHitch__zwithin,-0.309,-0.371,-0.062
Player 49,4484,Off the Dribble,Right,4,BallVeloRelease,4.588,4.775,0.187,BallVeloRelease__zwithin,-1.161,-0.928,0.233,TorsoVeloPostHitch,0.624,0.745,0.12,HipAlignmentRelease__zwithin,-0.015,-0.018,-0.003,FeetAlignmentPreHitch__zwithin,-0.423,-0.508,-0.085
Player 49,4505,Catch and Shoot,Right,4,HipAlignmentRelease__zwithin,1.373,1.098,-0.275,HipAlignmentPreHitch__zwithin,1.252,1.002,-0.25,HipAlignmentPostHitch__zwithin,1.365,1.092,-0.273,ShoulderAlignmentPostHitch__zwithin,1.272,1.018,-0.254,maxElbowExtensionNonDominantPostHitch,6.917,3.848,-3.069
Player 49,4506,Catch and Shoot,Right,4,HipAlignmentRelease__zwithin,1.22,0.976,-0.244,HipAlignmentPreHitch__zwithin,1.164,0.931,-0.233,HipAlignmentPostHitch__zwithin,1.309,1.047,-0.262,ShoulderAlignmentPostHitch__zwithin,1.292,1.034,-0.258,maxElbowExtensionNonDominantPostHitch,6.473,3.848,-2.625
